id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
1675,195 Blake Way,sold,228739,2,2,2021,33.38266392174907,-112.09177315220715
1676,38 Mission Cir,sold,198106,3,1,1287,33.467612812927094,-112.16717578368366
1677,630 Sutter Dv,active,142469,3,2,2670,33.38352752047836,-111.95660670223043
1678,198 California Pl,pending,230272,5,3,3198,33.45775099337623,-112.08426291127151
1679,427 7th Vis,pending,140362,5,1,1811,33.57762459059868,-111.98825605489793
1680,337 Indiana Dv,pending,230844,5,1,3254,33.51125173839802,-112.08585979692535
1681,464 Wall St,pending,103228,4,2,1809,33.47365456009772,-111.98357711916772
1682,342 4th St,pending,100715,4,2,1442,33.42722139108076,-112.27669809375227
1683,529 3rd Vis,active,162197,4,3,2339,33.457148928398745,-112.08193926384018
1684,135 Blake Pl,pending,238056,5,3,2312,33.560639523476766,-111.90181291445042
1685,520 Euclid Blvd,pending,234042,5,2,1824,33.38864946653662,-112.08766342127456
1686,588 Indiana Vis,active,291700,5,2,2200,33.48426421904652,-112.27766277036206
1687,256 Texas Blvd,active,274638,2,2,1963,33.45453294479421,-112.11886380389603
1688,350 2nd Pl,sold,134538,5,1,3665,33.404718169420185,-112.2203570176426
1689,297 3rd Cir,sold,201823,4,1,1188,33.38911511424348,-112.07510278192659
1690,419 6th Way,pending,191923,5,1,1552,33.40336887505299,-111.94010294996201
1691,744 Post Cir,active,222747,5,3,2328,33.371440083388904,-112.04907775275159
1692,487 Sutter Ave,sold,125089,2,1,1924,33.571782397123954,-112.18040103202618
1693,794 9th Dv,active,148726,3,1,3083,33.427936944960884,-112.14401218128316
1694,333 Blake Ave,sold,291878,2,2,2923,33.4783123224014,-111.94761090687368
1695,129 Indiana Blvd,pending,100294,2,1,3700,33.38585964548383,-111.90189135071205
1696,441 8th Trl,pending,277960,2,2,1664,33.4671070718668,-111.89375932898169
1697,361 9th Vis,pending,232945,4,3,1790,33.47414022891254,-112.31300376738474
1698,789 8th Cir,sold,245576,3,2,2949,33.44091110242492,-112.32387360202118
1699,114 Indiana Dv,sold,190909,3,3,2767,33.438414576376694,-111.95290123938742
1700,337 Blake Cir,sold,266181,3,2,3591,33.47204474386235,-112.09312692990957
1701,186 Geary Trl,active,163746,2,2,3312,33.42231101604926,-111.92404405912288
1702,644 Texas Trl,pending,191949,5,2,3848,33.54425043308927,-111.94050864638486
1703,229 8th Cir,sold,263035,4,3,3902,33.447142626344096,-112.33712409705069
1704,499 8th Trl,active,200746,5,1,3653,33.480123202270654,-111.94068335725589
1705,139 Bush Blvd,sold,120592,5,1,1091,33.590756202061414,-112.23315535610128
1706,132 8th Wl,active,247765,4,3,3058,33.37574295984495,-112.12312260286106
1707,535 Bush Cir,pending,262133,3,2,1611,33.576010794193934,-112.2598315195905
1708,308 Bush Pl,sold,233076,2,3,2684,33.45278529393366,-112.12653897013404
1709,301 Wall Blvd,pending,126788,2,1,2997,33.44951118939386,-112.04504101007767
1710,368 Euclid Pl,active,194205,5,3,3325,33.52983694821643,-112.2423397326696
1711,486 Indiana Vis,active,206127,3,2,1971,33.57286392828254,-111.98901545901757
1712,92 8th Trl,active,254016,2,3,2430,33.48475724105822,-111.93235631098493
1713,510 Franklin Rd,sold,161869,3,3,3984,33.411690341353875,-111.91381511770396
1714,495 8th Trl,active,265840,3,3,3919,33.422441310403435,-112.32372194460359
1715,717 6th Blvd,pending,270356,4,1,2657,33.5376706161886,-112.14084967891871
1716,91 6th Dv,pending,285500,5,1,1826,33.58352324179305,-112.25558967637562
1717,505 Walnut St,pending,184970,2,1,1897,33.43363892989871,-112.02255053543321
1718,231 Geary Pl,pending,249053,5,3,3470,33.44149319630786,-112.07367206411622
1719,675 Pine Wl,active,179319,3,3,3727,33.461026508848875,-112.27757775580535
1720,228 Post Ave,pending,250479,5,3,3869,33.55623031774184,-112.05887330804296
1721,567 6th Vis,active,250533,4,3,1005,33.39203362816009,-112.33074609736227
1722,697 Post Dv,sold,179010,3,2,1420,33.504760449360326,-111.88272584710639
1723,307 7th Way,pending,118132,4,1,1723,33.51955880167752,-112.25713532583734
1724,363 1st Way,active,263031,2,2,3258,33.58560310478608,-112.26465169934403
1725,187 5th Trl,active,244778,5,2,1213,33.41443557105529,-112.13954310061266
1726,516 1st Vis,active,113169,2,2,1402,33.39663531971601,-111.91619484559048
1727,14 Page Rd,sold,192262,2,1,1737,33.57135484692996,-112.31763526179328
1728,671 Geary Vis,active,267420,5,1,2620,33.434925725931656,-112.22608372837229
1729,392 Blake Pl,active,218758,4,1,1054,33.591855307436845,-112.28252790706992
1730,707 Euclid Dv,pending,257906,4,2,2905,33.427768024509376,-112.01152005134871
1731,84 2nd Ave,active,147864,3,3,3114,33.44281204544691,-112.100943809742
1732,542 Indiana Pl,sold,210494,5,1,1410,33.5292184704393,-112.04707158365646
1733,493 Post Dv,active,152517,4,1,1326,33.51604982476041,-111.89455728761321
1734,489 4th Pl,active,286657,3,2,1133,33.53778121772809,-112.16842585834614
1735,467 5th Rd,pending,289796,4,2,3462,33.410664834775,-111.98140227507601
1736,779 Wall Rd,sold,117779,2,1,3876,33.55258969401895,-111.89362304036743
1737,494 Bush Rd,active,100167,2,1,1727,33.52296815853067,-111.87291728081134
1738,122 Texas Rd,pending,124136,3,3,2983,33.53658548211356,-111.87314580485723
1739,780 Franklin Pl,pending,169312,3,3,3694,33.44723991958559,-112.3288041900059
1740,722 Franklin Way,sold,201602,5,1,1618,33.47712262293443,-112.03041237451102
1741,359 4th Ave,pending,103018,3,2,3412,33.509095639373655,-112.26467071693112
1742,61 Geary Rd,sold,211183,5,1,3830,33.50285521753769,-112.1735839160193
1743,220 Mission Blvd,sold,240997,5,3,1139,33.46436270268695,-112.1871714521839
1744,505 Walnut Vis,active,286294,5,1,3447,33.47852016057958,-112.05604848549217
1745,205 Blake Blvd,active,195291,5,1,2014,33.46485962893275,-112.31928676064405
1746,290 9th Ave,sold,109775,2,2,3196,33.37096442494197,-112.05164112977569
1747,790 Texas Way,active,227527,4,2,1640,33.458318412781374,-112.14255092894008
1748,590 Pine Trl,pending,277578,4,2,3666,33.50907567802376,-111.90579745367447
1749,257 Sutter Wl,pending,271214,2,1,1431,33.419699410209354,-112.3374431962196
1750,332 3rd Trl,active,100686,3,1,3858,33.50194644730431,-111.96925776973418
1751,20 4th Dv,sold,133819,2,3,2544,33.49860188249536,-112.15544023568489
1752,737 Pine Dv,active,262254,4,3,2792,33.51328546575772,-112.14785624199462
1753,766 8th Trl,sold,254082,2,1,1764,33.577312034727626,-111.87376411829418
1754,204 8th St,sold,111997,2,2,3172,33.53861546622476,-111.91570814774317
1755,176 Wall Trl,pending,292302,5,3,2755,33.484943863857545,-111.91404718303014
1756,10 1st Dv,pending,110973,3,1,2079,33.52232574494194,-112.23716465217048
1757,267 9th Cir,sold,109714,3,3,1536,33.573342727792344,-111.87459688732693
1758,254 Franklin Rd,active,171401,5,2,2399,33.585102191490904,-112.27988612610106
1759,705 Geary Blvd,active,120276,3,2,2327,33.49718568939755,-112.10788901100781
1760,472 California Rd,sold,169608,5,3,3244,33.564531389010966,-112.310715424448
1761,457 Texas Rd,active,205960,5,1,1531,33.571341578911564,-112.13444556342354
1762,100 Bush Vis,sold,207419,3,2,2699,33.38343221711723,-112.17100559548366
1763,671 8th Cir,active,201017,3,1,1294,33.46674282765748,-112.19882589050383
1764,621 Pine Vis,active,225357,5,2,2501,33.403153767301475,-111.9398901576155
1765,376 Blake Ave,pending,207425,2,2,2604,33.37484457831532,-111.94187979373334
1766,293 Turk Cir,sold,141658,4,3,1564,33.401808891285235,-112.15634831686984
1767,270 Texas Blvd,sold,182624,5,2,1735,33.567594568168786,-112.18826496074678
1768,332 California Ave,sold,171153,5,3,1805,33.52291551768258,-112.110742828145
1769,83 Blake St,sold,217933,4,3,1932,33.55434431424205,-111.93600683277022
1770,349 Mission Dv,active,105565,5,3,1992,33.55022401149478,-111.8811255314774
1771,319 Texas Ave,active,125412,5,3,1110,33.4819310459126,-112.32006774897931
1772,681 9th Way,sold,233650,4,2,3146,33.592012475412034,-112.29376276823048
1773,231 3rd Way,pending,133546,3,3,3255,33.49748309592377,-112.19548535491329
1774,740 Geary Vis,pending,177530,3,2,3039,33.400021915555506,-112.34423307995627
1775,70 4th Pl,sold,105242,3,2,3954,33.54315089789676,-112.27913639155551
1776,716 Sutter Pl,pending,221138,2,3,3252,33.37499206645269,-111.9324016951249
1777,157 Mission Trl,sold,232981,4,2,2930,33.578382021206295,-112.02499263219276
1778,758 9th Pl,active,289397,5,1,3432,33.42401437338092,-112.34479039984623
1779,54 Post Ave,sold,228279,3,2,2486,33.54810348080497,-112.17481579018987
1780,101 6th Trl,active,299405,3,3,3648,33.41688293406993,-112.10325837007387
1781,165 Bush Ave,sold,103939,3,2,3417,33.524507852355114,-112.34162531136609
1782,559 4th St,active,229061,5,3,1403,33.57985571406042,-112.10666730719905
1783,536 4th Wl,pending,132593,4,3,3436,33.5215446110605,-112.1092984260555
1784,84 8th Trl,active,128656,4,2,1402,33.445401769863274,-112.22667243565729
1785,707 California Ave,pending,138395,2,2,1199,33.36819634705412,-112.30564753217159
1786,310 Page Dv,sold,246586,5,2,2885,33.51244027996782,-112.18880067561139
1787,199 4th Vis,active,161645,5,2,1998,33.488346720604824,-112.05297066197348
1788,754 4th Blvd,sold,151643,2,3,3688,33.407329879656054,-111.91975877044176
1789,792 Post Wl,pending,147210,2,2,2129,33.361994436373045,-112.2506006432307
1790,94 7th St,pending,197376,3,1,3330,33.51395205246388,-112.00706444679453
1791,12 4th Rd,pending,181759,4,3,1312,33.541415804679275,-112.05068442669248
1792,48 9th Way,sold,141774,4,1,3292,33.368392701994885,-112.26111034402538
1793,61 3rd Way,sold,223295,2,2,3113,33.53976651444233,-112.17145640389643
1794,83 5th Dv,active,222456,5,1,3913,33.50698284092728,-112.09258867118878
1795,355 Post Wl,active,177813,4,3,1867,33.47064664754951,-112.20122159606585
1796,298 Post Ave,sold,174964,2,1,3314,33.50613186660708,-112.14382871887058
1797,330 Indiana Rd,active,208917,2,2,2748,33.490688194448396,-112.13330382993512
1798,723 Texas Trl,active,232130,4,3,3537,33.51416350738569,-112.12770327787517
1799,198 Page Blvd,active,214710,4,3,3408,33.43101595108954,-112.03648478157925
1800,360 Sutter Way,active,238842,5,3,2445,33.4664064735774,-112.14649154914774
1801,760 Turk Ave,sold,296964,4,1,2287,33.5002063443023,-111.9697771293124
1802,631 California Wl,sold,272148,5,2,3118,33.460024311085924,-111.96536925255576
1803,495 Indiana Dv,sold,288230,2,1,2226,33.535354280198725,-112.26538952407894
1804,744 4th Cir,pending,276166,2,2,1541,33.48488285218811,-112.2917351161842
1805,491 7th Pl,active,166028,3,1,3069,33.50433012907191,-112.29642504808372
1806,112 Sutter Vis,pending,252653,2,3,2022,33.51031770568218,-112.30903363752813
1807,745 1st Trl,pending,218719,3,3,3948,33.394039162721775,-112.21518046962696
1808,352 7th Way,pending,147486,2,1,2136,33.391839940526,-112.21432624917486
1809,139 Turk Rd,pending,120011,5,2,2426,33.46215627925404,-112.29836629590098
1810,94 2nd Vis,active,158759,2,2,1649,33.435041460786415,-112.29425779628403
1811,643 2nd Ave,pending,202326,5,2,2128,33.53417782764984,-111.8978314030239
1812,741 1st St,active,188623,2,2,3659,33.58253863933004,-112.35998437761492
1813,322 9th Wl,sold,164226,2,2,2804,33.364775188971926,-111.97415262296661
1814,633 8th St,sold,173953,5,1,3924,33.41707800227873,-112.28682309562559
1815,480 2nd Rd,active,180502,2,1,3921,33.59290410113317,-112.33424658407358
1816,643 California Vis,sold,273484,5,3,2928,33.46615356010515,-112.31220308595289
1817,510 2nd Pl,active,106978,4,1,3698,33.559733352873224,-112.10086064337436
1818,324 7th Trl,pending,103643,2,1,1016,33.52695324225223,-111.8898714271905
1819,141 Post Rd,pending,199857,5,1,2572,33.53006115109417,-112.34625772281633
1820,510 Blake Rd,sold,212102,2,1,3279,33.50561727180611,-112.13087814151635
1821,746 Walnut Vis,active,121136,3,1,3671,33.50380035114731,-111.97403910559721
1822,692 Bush Vis,active,284726,4,3,1130,33.417151100116044,-111.97838339865513
1823,607 Euclid Cir,sold,144154,5,2,2856,33.43900375221785,-112.28425679736924
1824,115 Sutter Cir,sold,114877,2,1,3508,33.3897015549007,-111.87668783258785
1825,23 9th Way,pending,192267,3,2,2123,33.523143852348426,-111.91192965719539
1826,470 Walnut Way,sold,240426,4,2,2136,33.42368968232607,-112.18914111477403
1827,164 Texas Cir,sold,271233,5,3,1792,33.49693265405086,-112.05115861819881
1828,242 Indiana St,active,132756,3,3,2137,33.40195093406692,-111.9907949091734
1829,642 9th Ave,active,128316,4,2,1171,33.56300312992316,-112.25730055541239
1830,792 9th Cir,active,121402,3,2,2839,33.42955147967821,-112.33149775398024
1831,659 Texas Way,sold,238203,5,1,1967,33.53794317013184,-112.01893666904404
1832,108 9th Vis,active,288926,4,3,3182,33.46599458237249,-112.34624570946654
1833,413 Euclid Rd,pending,283478,3,2,1688,33.46865140490444,-112.30709426408634
1834,766 Bush Cir,pending,261582,2,3,2959,33.589917559490445,-112.07993054569609
1835,101 7th Rd,pending,159580,5,1,1633,33.55259916413669,-112.07826886697032
1836,231 Bush Way,sold,195615,3,1,2583,33.429631940217845,-112.17267446834447
1837,43 6th Blvd,active,101949,2,1,1779,33.49577090956282,-112.34960195861957
1838,500 Bush Dv,active,249852,3,3,2002,33.5487570567641,-112.28575173376268
1839,715 Indiana Pl,active,110992,3,1,1739,33.47040288680872,-112.04975433230169
1840,108 Euclid Vis,sold,126912,3,2,3474,33.43204490391654,-112.01298863929648
1841,422 Indiana St,sold,227978,3,3,2059,33.52014750961734,-111.9618298156073
1842,108 Sutter Wl,sold,206433,2,3,1650,33.48049034218088,-111.96646007850245
1843,571 Walnut Way,sold,212778,3,3,3562,33.39015737133582,-111.9260286163722
1844,367 1st Dv,active,141216,2,1,1822,33.48848690178939,-112.25428631595899
1845,772 Walnut Way,active,142082,5,1,2839,33.51841326082415,-112.20913065458085
1846,456 2nd Vis,sold,284177,5,2,3953,33.57742178589132,-112.19561263994683
1847,658 6th Rd,pending,179262,3,3,1559,33.52237592131732,-112.23842281088311
1848,650 Sutter Way,sold,281360,5,3,1820,33.52630176284788,-111.89926033355219
1849,441 2nd St,active,205837,2,2,1328,33.51622880674585,-111.89957179059986
1850,768 Euclid Wl,active,291317,5,3,3924,33.47921425004651,-112.09662030156869
1851,689 6th Vis,sold,224791,2,2,1966,33.51674908005439,-112.17237832445494
1852,664 Bush Dv,active,203437,4,1,1169,33.44825030193834,-111.90365737284846
1853,527 Mission Cir,sold,280240,4,1,1228,33.58881093907266,-112.3606634629717
1854,260 Bush St,pending,235200,4,1,2268,33.375607421351305,-111.88645532341368
1855,151 Page Rd,sold,182186,5,2,2716,33.54074955403362,-112.15953417655173
1856,101 4th Rd,pending,107003,5,3,2134,33.41551250566852,-112.22778601411743
1857,60 Texas Blvd,sold,141362,3,2,2470,33.436784461102036,-112.21436995353419
1858,302 Franklin Way,active,104709,2,2,1670,33.564526297881216,-112.35177931411118
1859,337 4th Way,pending,156804,5,2,3109,33.58813700381181,-112.04911322755716
1860,320 Sutter Dv,sold,293948,3,1,1386,33.576222184499386,-112.10953759367236
1861,419 2nd Wl,active,252943,3,3,1591,33.592339402584244,-111.87661349083591
1862,162 Indiana Cir,active,295564,2,2,2344,33.531474612740574,-112.12836749645523
1863,144 7th Cir,active,298244,5,2,1600,33.41359348293976,-112.00445813516393
1864,319 Wall Trl,pending,243686,5,2,3416,33.41109637288799,-112.1511835824478
1865,666 Post Rd,pending,289299,4,1,1649,33.41413888469059,-112.03403635499748
1866,416 California Dv,active,168063,5,3,3823,33.52076475695186,-112.2233381437139
1867,759 Post Pl,pending,159550,2,3,2121,33.42473138200324,-112.27628841874265
1868,678 Pine Trl,sold,115379,3,1,1970,33.49989252232851,-111.87302574789605
1869,141 Wall Ave,pending,174404,5,3,1360,33.373697762233725,-112.27779875430686
1870,793 2nd Pl,active,217581,5,2,2250,33.52592982618425,-112.31240397804604
1871,730 Page Trl,active,133942,5,2,2173,33.580042136203566,-112.21121317509481
1872,332 Turk St,pending,265642,4,2,1811,33.43089204202452,-112.22057581044365
1873,415 7th Rd,sold,157498,5,1,2857,33.52853489008822,-111.96617983696588
1874,596 7th Ave,sold,281885,3,1,2994,33.500963969789105,-112.11243825366581
1875,782 Walnut Way,active,171090,2,2,2738,33.54665539279494,-111.93690974023139
1876,173 2nd Way,sold,242216,4,1,2263,33.456697692432634,-111.98323723625263
1877,115 8th Blvd,sold,248028,2,1,3424,33.49472656578014,-112.04696191078038
1878,277 8th Way,sold,260120,3,1,3673,33.51261197362348,-112.15911689783337
1879,170 Wall Cir,active,237398,3,2,1537,33.40780732273558,-112.04991763563964
1880,263 Franklin Ave,pending,136832,2,2,3700,33.52779338764221,-112.32216852000398
1881,347 Post Blvd,active,188536,4,1,2663,33.52560950588284,-112.13615075782127
1882,352 7th Blvd,pending,268439,2,3,1499,33.482858955730556,-111.9928848224109
1883,63 4th Trl,pending,181020,2,2,1184,33.40712972310215,-112.19760350894306
1884,169 7th St,active,226904,3,3,3847,33.53653127417757,-111.97153287656907
1885,550 Franklin Ave,active,286743,2,3,3017,33.503419302702746,-112.26500441797232
1886,548 Indiana Pl,pending,231356,3,3,3878,33.43607773312062,-112.33152485873653
1887,433 2nd Rd,sold,179993,4,2,3300,33.42227570381108,-112.32515614589019
1888,81 Geary Ave,pending,197215,4,1,2104,33.399406099684455,-111.87371109590056
1889,583 Franklin Dv,sold,231814,5,3,2217,33.36791040967259,-111.95078931908108
1890,117 Euclid St,active,255175,2,1,3071,33.441131284523195,-112.04221590610999
1891,61 Wall Way,pending,212371,2,3,3052,33.368794035905395,-112.21402412363511
1892,757 8th Rd,pending,285566,3,2,2257,33.47724836912439,-112.01477910608347
1893,31 5th Vis,sold,215263,2,3,1268,33.38468065823497,-111.94607955429252
1894,197 6th Way,sold,249346,3,3,3290,33.45243079184045,-112.02457383031042
1895,788 Turk Blvd,pending,229602,5,3,2154,33.39704230962777,-112.3410615388477
1896,255 9th Wl,sold,294509,5,2,1423,33.5723718374959,-112.31350640066486
1897,327 Sutter Dv,pending,171563,2,1,1988,33.520659753988475,-112.1261484108966
1898,74 1st St,pending,167410,2,1,1907,33.402372025295335,-112.35326284939667
1899,451 Page Blvd,sold,278480,5,3,1296,33.43262620691025,-111.9985383418819
1900,487 8th Wl,active,220442,4,1,2417,33.50698877906726,-112.00151075478419
1901,241 9th Way,pending,102630,3,2,2000,33.54060603228148,-111.94371893822878
1902,522 3rd Dv,pending,101790,4,3,2724,33.51667795383118,-112.29460648088254
1903,150 Blake Wl,active,123729,3,1,3437,33.42852165902325,-112.34826033162727
1904,571 9th Rd,active,135364,4,1,1488,33.57238465538037,-112.0158614652215
1905,19 Walnut Dv,active,270043,2,1,2179,33.51446427428368,-111.96320575096028
1906,774 Post Trl,sold,144738,4,1,3382,33.430902642197665,-111.9010603244958
1907,254 Post St,sold,167322,5,3,3419,33.502629163507706,-112.2429790939728
1908,259 Sutter Blvd,active,244175,3,3,3617,33.423913890006425,-112.28760139705035
1909,427 Bush Pl,active,277535,5,3,1050,33.53746809627034,-112.29934487469743
1910,539 Sutter Cir,active,247903,2,1,2350,33.44109139739784,-112.18049797709692
1911,310 Pine Way,pending,278734,4,2,3477,33.42935603549064,-112.2256667327571
1912,331 1st Pl,sold,271961,4,3,1634,33.3779653199493,-111.9722770038998
1913,400 Franklin Rd,active,251978,4,3,3360,33.475871244357585,-112.21717316788518
1914,145 California Trl,active,287173,5,1,3477,33.59240761539519,-112.00448778593052
1915,706 Sutter Ave,pending,171967,2,3,1247,33.45772391529381,-112.306732326485
1916,731 3rd Way,pending,258259,4,1,2139,33.38014661846999,-112.00760333092927
1917,188 Mission Dv,sold,277282,5,1,1401,33.45627953392218,-112.34040641212367
1918,120 8th St,pending,220328,4,3,3964,33.536154277771004,-112.14523858668495
1919,189 Post Blvd,active,240123,2,3,3261,33.368971467546736,-112.31540498007294
1920,334 2nd Wl,active,174422,2,3,2338,33.55517318832175,-112.0001158147261
1921,445 California Blvd,sold,120183,5,1,3434,33.4890369695221,-111.98353250180696
1922,232 Pine Ave,pending,174213,2,3,2658,33.56044783284106,-111.93601131365166
1923,510 Mission St,sold,172048,4,1,1193,33.488091601275734,-112.12746413203088
1924,606 Franklin Wl,pending,292169,5,2,2567,33.472364395493216,-112.30213835887365
1925,581 Sutter Ave,sold,222132,4,2,3997,33.565657899452795,-112.08964688689004
1926,439 Mission Way,sold,149171,4,3,3470,33.579649864529955,-112.13789504563591
1927,208 7th Wl,sold,293080,3,1,3416,33.39159500358105,-112.34162387125403
1928,797 Euclid Pl,pending,136846,2,1,2596,33.508687913490895,-112.15951530200587
1929,654 Sutter Rd,sold,180517,5,2,1926,33.531980717684796,-112.1671519769018
1930,618 Geary Blvd,pending,237132,2,2,1856,33.593494891763186,-112.03273267108817
1931,351 1st Blvd,active,156134,3,2,1475,33.571940587498304,-111.87977417166553
1932,255 Blake Ave,pending,200805,5,1,2338,33.555325438605664,-112.00664627827108
1933,718 6th Rd,active,143064,5,3,1216,33.446770586305455,-112.17730135104138
1934,454 Wall Trl,active,252642,4,1,1370,33.49717420854444,-111.96220513316891
1935,794 9th Way,pending,203318,5,3,1805,33.45210373651929,-112.27397260895093
1936,124 9th Trl,active,125664,4,3,3874,33.47122603574713,-112.31150221392818
1937,488 8th Pl,active,163085,5,2,2171,33.57831157448253,-111.94624688939714
1938,22 3rd Way,sold,286340,3,3,2952,33.47106863289452,-112.19651747414302
1939,576 Indiana Blvd,active,143346,4,3,3370,33.521760862348835,-112.35699800701518
1940,194 7th Blvd,active,250604,3,1,1983,33.529050130294166,-111.9528256603841
1941,293 Geary Rd,pending,215505,2,1,3512,33.50660108010915,-112.05697753235877
1942,481 Pine Blvd,active,155401,5,1,3546,33.54474749866615,-112.27788133188152
1943,511 Pine Wl,pending,193511,4,3,3693,33.45349690872432,-111.88156281204729
1944,87 Sutter Vis,sold,231033,3,2,2410,33.544828638399885,-112.06069460004422
1945,680 Post Blvd,active,258126,2,2,1438,33.42884568605628,-112.29754873726777
1946,84 Euclid St,pending,161762,4,1,1641,33.3752814162039,-112.01320275562146
1947,472 6th Way,active,163826,4,2,3153,33.501098176726785,-112.13235570550488
1948,165 Page Dv,pending,154848,3,2,3790,33.50341182094609,-112.01612386202933
1949,279 Indiana Pl,sold,202352,4,2,1914,33.46792427807956,-112.12109499234258
1950,280 Sutter Blvd,sold,166043,3,2,2724,33.484663990158836,-111.93655986748072
1951,213 8th Wl,sold,280888,2,1,1725,33.40980026069074,-111.88942984477596
1952,739 Geary Pl,pending,279945,3,2,2186,33.47077759060378,-112.15796989271914
1953,654 9th Dv,pending,151933,5,2,1349,33.39630710530865,-111.97829725201574
1954,782 Walnut Vis,sold,223557,5,1,2766,33.43302437575769,-112.10332652105615
1955,689 7th Vis,pending,201571,2,1,2340,33.55696013830809,-112.08904430306109
1956,695 Walnut Rd,sold,251656,2,3,2079,33.40869374620394,-111.92165194400499
1957,674 8th Pl,pending,110022,4,2,2251,33.555974910870106,-112.26476366490218
1958,17 Mission Cir,active,213308,2,3,1332,33.38384758351813,-112.02016696158954
1959,637 Page Dv,sold,115322,5,2,1794,33.498014883872344,-112.16528428083288
1960,486 Page Blvd,pending,236217,2,1,2496,33.444052144226305,-112.08631019869742
1961,680 8th Way,sold,264096,2,1,2352,33.54263045490837,-111.97302673932104
1962,241 Wall Rd,sold,265668,4,3,1080,33.51416267930557,-112.21457353081455
1963,254 Pine Rd,sold,291856,3,1,3996,33.42957967890002,-112.26504173556357
1964,348 Franklin Rd,pending,203838,5,3,3249,33.50652094066742,-111.90439791887337
1965,402 Walnut St,active,112103,3,1,1967,33.38127555324649,-112.26599057551546
1966,435 5th Rd,pending,274035,3,3,1605,33.46693403555754,-112.01043267213021
1967,423 7th Vis,sold,147682,4,1,3737,33.59223901398476,-112.29637591997678
1968,160 1st Ave,active,156004,5,3,1837,33.50988102310365,-112.30131341448407
1969,680 1st St,pending,212065,3,3,3355,33.53930302015926,-111.87412709534165
1970,297 Walnut Vis,active,216067,3,1,1974,33.5790764931241,-111.8732764984976
1971,697 8th Pl,active,158461,3,3,3510,33.38130013964055,-112.31753221728866
1972,85 California Pl,active,287241,2,1,2513,33.49130443125889,-112.20627306473222
1973,107 1st Cir,active,175123,2,2,1151,33.44753258895262,-112.32506240864578
1974,33 Page Pl,sold,157685,4,1,1039,33.55217887545431,-111.94979295893275
1975,542 3rd Vis,active,194624,4,2,3071,33.51576219540014,-112.21893126550226
1976,649 Blake Blvd,sold,144470,2,2,3070,33.46588613878602,-112.28455519909112
1977,398 Geary Rd,sold,272058,2,1,1411,33.45028591279042,-111.96987666831913
1978,449 4th Rd,active,231869,3,1,3275,33.38572720153681,-112.09631683099643
1979,678 7th St,active,139253,2,3,2687,33.39228753229645,-111.88159493959542
1980,331 Euclid Rd,sold,172608,5,2,3622,33.45023409018173,-112.078875091142
1981,362 Euclid Blvd,sold,160733,5,1,2500,33.550565986013,-112.34267273252117
1982,484 9th St,pending,173907,3,3,2493,33.40225001014011,-111.89085402763072
1983,742 1st Vis,active,149360,4,2,1143,33.4825097970967,-112.06414428670186
1984,596 9th St,pending,104282,2,2,2589,33.4576320271217,-112.0553243386782
1985,76 Texas Blvd,pending,276069,4,3,3661,33.59036565456224,-112.13333456944048
1986,49 Texas St,active,185194,2,2,2127,33.53229769736846,-111.94982048160888
1987,317 3rd Trl,pending,222122,5,3,3377,33.555600717368954,-112.14554402822102
1988,93 1st Vis,active,118653,5,3,1248,33.506329818233674,-112.3366962729822
1989,465 Mission St,sold,246610,4,1,1503,33.53872966380951,-112.35020573305182
1990,350 3rd Way,active,261314,4,1,1575,33.47179960318725,-112.33847963956762
1991,22 Blake Blvd,pending,292275,2,3,1450,33.46951711127888,-111.94756892328486
1992,453 Walnut Blvd,pending,211244,2,3,2213,33.583888203925724,-111.96848428194136
1993,293 1st Trl,sold,279302,4,3,1882,33.44990691088848,-112.34594679493644
1994,525 3rd Dv,sold,157179,4,2,1572,33.45404433495856,-112.24083880707607
1995,332 Walnut Way,pending,283113,5,3,2319,33.410170368396706,-111.92230649921787
1996,543 Mission Ave,pending,185549,3,1,1016,33.52012670589792,-112.27141671769222
1997,598 Pine Trl,sold,102554,4,3,3035,33.54210784229325,-112.11434531484635
1998,118 Geary Cir,active,193467,2,1,3629,33.514168888935004,-112.09283997270744
1999,486 3rd Ave,sold,123854,4,2,1158,33.44818735090622,-112.35981786286818
2000,729 8th Ave,sold,248661,2,1,1919,33.588664688155816,-111.99739043275044
